,0,1,2,3,4
1536,kashmirâ pulwama,pulwamaattack rahulgandhi,tragic pulwamaterrorattack,pulwama,pulwamaterrorattack on
1537,vandebharatexpress was,the vandebharatexpress,vandebharatexpress,0,0
1538,sensible indians,indians please,hai aapas,0,0
1539,pulwama suicide,siddhu,of pulwama,out siddhu,siddhu has
1540,0,0,0,0,0
1541,pakistanis busy,kashmir oppression,kashmiris are,kashmir,way kashmiris
1542,0,0,0,0,0
1543,modi sarkar,govt pussilanimity,against pakistan,0,0
1544,so ramapimpa,ramapimpa never,0,0,0
1545,kejriwal stopping,is kejriwal,kejriwal,0,0
1546,not modi,modi,modi has,now modi,0
1547,trinamool terror,bengal bjp,flags bengal,bjp,0
1548,attack pakistan,please attack,masood azahar,0,0
1549,these attacks,attacks during,attacks on,attacks as,0
1550,pakistan attacked,0,0,0,0
1551,0,0,0,0,0
1552,0,0,0,0,0
1553,0,0,0,0,0
1554,diplomats in,diplomats,called diplomats,0,0
1555,25th amendment,0,0,0,0
1556,0,0,0,0,0
1557,indian terrorists,terrorists who,0,0,0
1558,terrorist dar,gandhi and,0,0,0
1559,kashmir policy,0,0,0,0
1560,shareholder complaint,0,0,0,0
1561,on bjp,0,0,0,0
1562,formed jem,jem mr,jem,azhar masood,0
1563,urge nsitharaman,pulwama crpf,kashmirterrorattack pulwamaterrorattack,crpf kashmirterrorattack,nsitharaman to
1564,0,0,0,0,0
1565,crpf personnel,0,0,0,0
1566,whenever bjp,bjp is,bjp,attack bodhisattwa,0
1567,word lynching,lynching,have lynching,lynching on,lynching is
1568,0,0,0,0,0
1569,congress failed,means congress,0,0,0
1570,congress is,0,0,0,0
1571,gandhi ji,netaji wantrevengeonbloodypakistan,modi ji,become netaji,netaji
1572,terror incidents,33 terror,terror,0,0
1573,emergencies act,national emergencies,national emergency,0,0
1574,nda,nda no,0,0,0
1575,russian agent,0,0,0,0
1576,assampolice this,sbhttachrya assampolice,0,0,0
1577,0,0,0,0,0
1578,0,0,0,0,0
1579,declared hindurastra,0,0,0,0
1580,nuclear weapons,0,0,0,0
1581,0,0,0,0,0
1582,so pulwamaattack,0,0,0,0
1583,crpf jawans,jawans killed,0,0,0
1584,ilhan omarâ,0,0,0,0
1585,priyanka gandhi,amit shah,0,0,0
1586,government shutdown,0,0,0,0
1587,0,0,0,0,0
1588,goddamn embassy,0,0,0,0
1589,is bjp,train 18,bjp,the bjp,0
1590,modi promised,0,0,0,0
1591,0,0,0,0,0
1592,yourself indian,0,0,0,0
1593,ilhan omar,0,0,0,0
1594,show bjp,0,0,0,0
1595,0,0,0,0,0
1596,blocked him,blocked,0,0,0
1597,bjp4india and,bjp4india,by bjp4india,jail sonia,0
1598,executive action,aca wasn,the aca,0,0
1599,rafale deal,govt rafale,rafale,0,0
1600,fake journalists,0,0,0,0
1601,nationalistic rahul,modi rahulgandhi,nationalist modi,rahul gandhi,gandhi and
1602,indian boycottsidhu,boycottsidhu,heartless indian,0,0
1603,0,0,0,0,0
1604,delhi fast,0,0,0,0
1605,0,0,0,0,0
1606,pulwama attacks,0,0,0,0
1607,indians govt,modiâ,hate indians,modiâ new,0
1608,0,0,0,0,0
1609,0,0,0,0,0
1610,have islamofascists,islamofascists,islamofascists in,0,0
1611,kashmir insurgency,modi retaliate,kashmir killing,retaliate india,0
1612,ðÿ bjp,bjp apply,0,0,0
1613,congress cannot,emergency declaration,0,0,0
1614,singh responsible,manmohan singh,0,0,0
1615,0,0,0,0,0
1616,lawsuit congress,national emergency,0,0,0
1617,bjp stresses,if bjp,bjp,0,0
1618,fighting jihad,0,0,0,0
1619,attacking pakistan,0,0,0,0
1620,pulwama attack,pm pulwamaterroristattack,govt pulwama,pulwamaterrorattack,pulwama
1621,emergency powers,0,0,0,0
1622,political rally,cancel political,0,0,0
1623,to kandhar,0,0,0,0
1624,raga will,0,0,0,0
1625,0,0,0,0,0
1626,0,0,0,0,0
1627,0,0,0,0,0
1628,deported,deported but,0,0,0
1629,jawans martyred,0,0,0,0
1630,0,0,0,0,0
1631,crpf jawans,0,0,0,0
1632,pulwama crpf,0,0,0,0
1633,0,0,0,0,0
1634,modi ji,0,0,0,0
1635,impeachment shall,of impeachment,trial shall,impeachment,th trial
1636,let modi,modi despite,modia will,modi get,modi
1637,candidate modi,0,0,0,0
1638,jewish congress,world jewish,0,0,0
1639,modi,0,0,0,0
1640,0,0,0,0,0
1641,0,0,0,0,0
1642,turned kashmir,kashmir,kashmir to,0,0
1643,0,0,0,0,0
1644,pak flag,0,0,0,0
1645,soviet goal,0,0,0,0
1646,puerto rico,0,0,0,0
1647,modi sarkar,0,0,0,0
1648,india should,0,0,0,0
1649,bjp crimes,about bjp,bjp,opinions sirpareshrawal,hindu thinks
1650,pakistanis were,pakistanis separatists,kejriwal become,kejriwal,when bjp
1651,hate modi,destroying india,0,0,0
1652,future pm,rah gandhi,0,0,0
1653,0,0,0,0,0
1654,0,0,0,0,0
1655,0,0,0,0,0
1656,0,0,0,0,0
1657,modi govt,spent crores,of modi,modi ji,publicity spent
1658,terrorism pulwama,0,0,0,0
1659,supreme court,the constitution,0,0,0
1660,terror attacks,modi regime,terror,terror in,0
1661,rahulgandhi there,being_humor rahulgandhi,rahulgandhi,icf chennai,0
1662,pulwama happened,0,0,0,0
1663,modi govt,scamsters nomo,0,0,0
1664,pakistan exports,pak exports,customs duty,0,0
1665,hindus stage,stage hindus,stage terrorist,attack stage,pak zinda
1666,modi ji,0,0,0,0
1667,sacksidhufrompunjabcabinet,0,0,0,0
1668,pakistani suicide,iran afghan,guards iran,terror baluchistan,india iran
1669,distributing blankets,blankets in,0,0,0
1670,0,0,0,0,0
1671,why boycottsidhu,boycottsidhu why,boycottsidhu,not boycottcongress,boycottcongress instead
1672,admk bjp,21 constituencies,constituencies,bjp alliance,constituencies by
1673,surgical strikes,0,0,0,0
1674,crpf jawans,0,0,0,0
1675,hate bjp,hate india,bjp donâ,bjp,donâ hate
1676,which gandhi,rules india,gandhiyo ke,gandhi family,gandhi
1677,want bjp,bjp will,0,0,0
1678,indian engg,0,0,0,0
1679,isolating pak,0,0,0,0
1680,future bjp,bjp now,bjp,bjp leaders,and bjp
1681,inf treaty,treaty,treaty and,treaty this,the treaty
1682,party sacksidhufrompunjabcabinet,0,0,0,0
1683,koi rok,isse koi,0,0,0
1684,pappu,martyr,every martyr,of pidis,0
1685,0,0,0,0,0
1686,crpf jawans,0,0,0,0
1687,0,0,0,0,0
1688,0,0,0,0,0
1689,secpompeo fuck,pompeo youâ,licking modiâ,pompeo,0
1690,border alarmist,0,0,0,0
1691,arun jaitley,0,0,0,0
1692,our jawans,narendra modi,jawans,jawans this,0
1693,0,0,0,0,0
1694,0,0,0,0,0
1695,0,0,0,0,0
1696,0,0,0,0,0
1697,modi is,whom modi,modi,0,0
1698,leverage modi,0,0,0,0
1699,mourning bjp,0,0,0,0
1700,hindus elections2019,0,0,0,0
1701,0,0,0,0,0
1702,gandhi said,when gandhi,0,0,0
1703,0,0,0,0,0
1704,modi shah,hindu terrorist,shah deserve,shah,godhra riots
1705,terrorism modi,pakistan policy,fighting terrorism,terrorism,govts pakistan
1706,mumbai mourns,0,0,0,0
1707,punjab congress,against sidhu,0,0,0
1708,0,0,0,0,0
1709,remainer mps,0,0,0,0
1710,0,0,0,0,0
1711,0,0,0,0,0
1712,mfn status,withdrawn mfn,neutralise pakistan,0,0
1713,0,0,0,0,0
1714,pulwama attack,pulwama,by bjp,after pulwama,bjp mp
1715,0,0,0,0,0
1716,bjp needs,martyrdom,the martyrdom,bjp,martyrdom https
1717,suicidal pakistan,0,0,0,0
1718,0,0,0,0,0
1719,0,0,0,0,0
1720,0,0,0,0,0
1721,losing loved,0,0,0,0
1722,dislike modi,not modi,modi is,modi and,modi
1723,modiâ hindutva,hindutva politics,damaged indiaâ,image indiaâ,inckliq modiâ
1724,karnatakamining industry,mining industry,the karnatakamining,karnatakamining,0
1725,restore tsd,mistake modi,0,0,0
1726,afghan nationalists,0,0,0,0
1727,0,0,0,0,0
1728,0,0,0,0,0
1729,customs duty,customs,goods imported,0,0
1730,fireworks video,0,0,0,0
1731,chaiwala,crpf families,0,0,0
1732,0,0,0,0,0
1733,alliance what,alliance,0,0,0
1734,about kulbhushan,kulbhushan at,kulbhushan,0,0
1735,0,0,0,0,0
1736,congress incoverseas,the crpfindia,crpfindia,0,0
1737,bjp spokies,allow bjp,in bjp,0,0
1738,hate india,hate modi,0,0,0
1739,0,0,0,0,0
1740,0,0,0,0,0
1741,war crimes,0,0,0,0
1742,torturing kashmiris,0,0,0,0
1743,migrants are,migrants,all migrants,0,0
1744,in bjp,bjp,from bjp,bjp bcoz,0
1745,mumbai attack,of bjp,jaleel harkat,bjp after,0
1746,fake gandhi,gandhi,india poor,gandhi 49,0
1747,bjp both,bjp,and bjp,vnarayanasami congress,arvindkejriwal vnarayanasami
1748,accountability we,0,0,0,0
1749,bjp leaders,0,0,0,0
1750,maharashtra skips,0,0,0,0
1751,illegals,illegals itâ,the illegals,0,0
1752,rahul declares,damaged rahul,rahul,rahul would,checks rahul
1753,train didn,0,0,0,0
1754,antisemitic comments,against antisemitism,antisemitism,antisemitic,antisemitism https
1755,stupidity bill,bill pass,0,0,0
1756,on bjp,bjp,bjp https,0,0
1757,hamas,to hamas,hamas is,0,0
1758,0,0,0,0,0
1759,0,0,0,0,0
1760,bjp idiocy,amritsar airport,0,0,0
1761,dig scam,0,0,0,0
1762,terrorism will,0,0,0,0
1763,0,0,0,0,0
1764,cair is,cair,0,0,0
1765,post bjp,bjp propaganda,0,0,0
1766,tears will,pulwama attack,lauds jawans,0,0
1767,rahulgandhi congress,do corruption,corruption shame,0,0
1768,0,0,0,0,0
1769,crpf soldiers,0,0,0,0
1770,0,0,0,0,0
1771,italy products,0,0,0,0
1772,bsdki congress,piyushgoyal shameful,shameful bsdki,0,0
1773,playing congress,0,0,0,0
1774,join krne,tiwari_ashish1 akhileshthakurs,congress join,se khrab,0
1775,sleepshift workers,0,0,0,0
1776,bjp mp,0,0,0,0
1777,realsaavedra leadership,0,0,0,0
1778,soldiers martyred,0,0,0,0
1779,jehadi living,0,0,0,0
1780,urban terrorists,terror attacks,terrorists like,to terrorism,terrorism
1781,narendra modi,pulwama attack,0,0,0
1782,emergency declaration,illegal emergency,0,0,0
1783,train broke,0,0,0,0
1784,bollywood movie,isnâ bollywood,0,0,0
1785,militants increased,terror incidents,0,0,0
1786,blaming modi,srivatsayb narendramodi,pm india,modi,0
1787,kashmir will,pakistan terror,0,0,0
1788,0,0,0,0,0
1789,sonia and,of sonia,sonia,0,0
1790,msme sector,0,0,0,0
1791,isolating kashmiris,against kashmiristudents,kashmiristudents,kashmiristudents then,doval kashmir
1792,workers kripesh,0,0,0,0
1793,blair,blair is,india hater,0,0
1794,dying modi,coffins bjp,bjp propaganda,0,0
1795,modi made,bharat modi,0,0,0
1796,gandhi mocks,modi make,india train,0,0
1797,battleofever jetrotter,scumbag terrorist,0,0,0
1798,india terrorist,0,0,0,0
1799,described pulwama,pulwama,pulwama attack,0,0
1800,biggest strike,0,0,0,0
1801,0,0,0,0,0
1802,india train,gandhi mocks,modi make,vande bharat,rahul gandhi
1803,0,0,0,0,0
1804,gandhi meeting,hindustan muradabad,party zindabad,zindabad,zindabad and
1805,pakistani isi,met pakistani,0,0,0
1806,is modi,0,0,0,0
1807,bjp bitternessinoursociety,bjp4india divide,to bjp4india,bjp4india,more bitterness
1808,0,0,0,0,0
1809,ruin congress,vote modifor2019,2019 vote,0,0
1810,bjp,congress bjp,bjp has,0,0
1811,kashmiristudents,against kashmiris,kashmiris was,exposedeshdrohis kashmiristudents,muslims bjpâ
1812,0,0,0,0,0
1813,delhi fast,assault sanjayazadsln,0,0,0
1814,0,0,0,0,0
1815,narendra modi,0,0,0,0
1816,rahulgandhi antinationalmodi,president rahulgandhi,india youth,rahulgandhi,narendramodi
1817,by bjp,bjp,nagar,bjp voters,0
1818,most pakistanis,0,0,0,0
1819,bigots narendramodi,secular democracy,0,0,0
1820,affected india,0,0,0,0
1821,0,0,0,0,0
1822,cpm killed,kasargod kerala,0,0,0
1823,kremlin propaganda,pushing kremlin,0,0,0
1824,ban horseslaughter,0,0,0,0
1825,we pakistanis,pakistanis are,pakistanis,0,0
1826,death hartal,workers hacked,0,0,0
1827,why jussie,0,0,0,0
1828,logicðÿ ðÿ,ðÿ surgical,doklam pulwama,0,0
1829,0,0,0,0,0
1830,somalians living,largest muslim,0,0,0
1831,0,0,0,0,0
1832,shah really,amit shah,shah,shah is,then shah
1833,gujarat massacre,0,0,0,0
1834,attacks government,spandana attacks,0,0,0
1835,hating modi,modi bjp,hating,bjp,0
1836,0,0,0,0,0
1837,blaming pakistan,0,0,0,0
1838,mnc companies,0,0,0,0
1839,bjp should,0,0,0,0
1840,extremist sheâ,sheâ extremist,0,0,0
1841,bjp will,by bjp,bjp,0,0
1842,hate jews,hate gays,0,0,0
1843,condemn pakistan,pakistan rethink,0,0,0
1844,bjp4india ranga,0,0,0,0
1845,bjpâ worst,india elections,women mayawati,bjpâ,mayawati mamata
1846,congressâ constitutional,usurping congressâ,0,0,0
1847,kasaragod kerala,kasaragod two,workers kripesh,0,0
1848,congress corruption,experiencing congress,congress congressmuktbharat,congressmuktbharat modi4newindia,0
1849,0,0,0,0,0
1850,dna analysis,0,0,0,0
1851,0,0,0,0,0
1852,bjp are,bjp,0,0,0
1853,pulwama terrorist,terrorist attack,modi government,pulwama,0
1854,0,0,0,0,0
1855,let shivsena,shivsena in,shivsena get,shivsena,loksabha bjp
1856,0,0,0,0,0
1857,presidential power,emergency powers,0,0,0
1858,jagmohan responsible,bjp nominated,nominated jagmohan,remember bjp,kashmiri pandit
1859,pulwama perpetrators,punish pulwama,0,0,0
1860,modi soldiers,attacking kashmiri,kashmiri students,0,0
1861,0,0,0,0,0
1862,pulwama attack,teardrop will,every teardrop,teardrop,0
1863,india failed,successofmakeinindia,answer successofmakeinindia,0,0
1864,of arvindkejriwal,0,0,0,0
1865,0,0,0,0,0
1866,kashmiri issue,kashmiri,pak economy,but kashmiri,0
1867,protect us,0,0,0,0
1868,product development,to develop,develop,0,0
1869,bjp cnnnews18,anti bjp,bjp,0,0
1870,0,0,0,0,0
1871,india boycott,separatists who,india govt,0,0
1872,to afghanisthan,taklu murderer,afghanisthan,of afghanistani,afghanistani
1873,ram mandir,attacks bjp,mandir,0,0
1874,rahulgandhi incindia,incindialive rahulgandhi,0,0,0
1875,she hiding,her bangles,0,0,0
1876,chhattisgarh people,sir chhattisgarh,india slogans,0,0
1877,modiâ manipulated,india must,0,0,0
1878,screams bharat,disrupt prakash,bharat,bharat bharat,0
1879,rss murdered,bjp rss,0,0,0
1880,0,0,0,0,0
1881,terrormata india,terrorism terrormata,terrorism,of terrorism,0
1882,women mayawati,india elections,bjpâ worst,mayawati mamata,0
1883,mahatma gandhi,gandhi,world mahatma,mahatma,0
1884,naxal sympathizers,0,0,0,0
1885,0,0,0,0,0
1886,0,0,0,0,0
1887,0,0,0,0,0
1888,strike modi,modi is,modi,0,0
1889,0,0,0,0,0
1890,terroristâ say,0,0,0,0
1891,pulwama crpf,0,0,0,0
1892,of cpim,cpim,cpim manoramanews,0,0
1893,smriti irani,irani seriously,0,0,0
1894,catalyst pharmaceuticals,pharmaceuticals raised,0,0,0
1895,india needs,rahul gandhi,0,0,0
1896,disrespecting congress,0,0,0,0
1897,balidaankabadla terroristnationpakistan,0,0,0,0
1898,0,0,0,0,0
1899,0,0,0,0,0
1900,congress apology,afzal guru,afzal,on afzal,0
1901,kashmiris blame,attacks kashmiris,kashmiri students,blame india,kashmiris
1902,ayushman bharat,odisha,bharat implemented,of odisha,odisha are
1903,0,0,0,0,0
1904,hate india,pakistan terrorists,gandhis and,gandhis,india gandhis
1905,0,0,0,0,0
1906,0,0,0,0,0
1907,nda ignored,0,0,0,0
1908,on bjp,bjp,bjp_à,bjp rss,0
1909,0,0,0,0,0
1910,0,0,0,0,0
1911,shouting india,shouting jai,jai jawan,prakash raj,0
1912,indianexpress killing,0,0,0,0
1913,somali in,somali,0,0,0
1914,boycott kashmiris,kashmiris stop,kashmiris,to kashmir,kashmir
1915,selling chinese,items boycottchineseproducts,chinese items,boycottchineseproducts,0
1916,senate,congress,the senate,senate the,senate so
1917,isi spy,0,0,0,0
1918,gujarat samacharâ,ahmedabad is,gujarat,ahmedabad,in ahmedabad
1919,power voluntarily,relinquished power,0,0,0
1920,0,0,0,0,0
1921,bjp dwarkaexpressway,centre bjp,bjp,0,0
1922,pulwamaterrorattack fire,0,0,0,0
1923,intel committee,0,0,0,0
1924,modi was,modi,0,0,0
1925,pakistanis know,pakistanis see,pakistan isn,how pakistanis,pakistanis
1926,sacked mumbai,be sacked,sacked,sackmodi sackajitdoval,0
1927,bharat train,vande bharat,bjp why,bjp,rahulgandhi celebrating
1928,about glitches,0,0,0,0
1929,kerala cpmterror,0,0,0,0
1930,do pakistani,what pakistanis,pakistani heart,pakistani,pakistanis think
1931,jussie smollett,smollett staged,smollett,0,0
1932,0,0,0,0,0
1933,indian intelligence,modi sarkar,isi has,seems isi,isi
1934,gandhi mocks,india train,0,0,0
1935,bjp4india got,0,0,0,0
1936,bjp4india is,and bjp4india,bjp4india,bjp has,bjp
1937,pulwama attack,attack srinivasiyc,0,0,0
1938,aren kashmiri,kashmiri are,kashmiri they,kashmiri,muslim kashmiri
1939,cpi violence,cpi,always cpi,0,0
1940,emergencies gunviolence,0,0,0,0
1941,rahul gandhi,rahulgandhi the,rahulgandhi,gandhi will,gandhi
1942,0,0,0,0,0
1943,0,0,0,0,0
1944,0,0,0,0,0
1945,will constitutionalcrisis,0,0,0,0
1946,destroy pakistan,0,0,0,0
1947,navjot sidhu,sidhu can,0,0,0
1948,parliament attacked,bjpâœ rule,duringâœ bjpâœ,bjpâœ,during bjp
1949,pelosi just,pelosi,0,0,0
1950,india train,gandhi mocks,modi make,vande bharat,0
1951,0,0,0,0,0
1952,decades kashmir,kashmir,violence india,kashmir was,pakistan should
1953,pakistanis like,most pakistanis,yes pakistanâ,pakistanis,pakistanis silently
1954,0,0,0,0,0
1955,modi outrage,servicemen modi,0,0,0
1956,bjp and,that bjp,bjp,0,0
1957,barkha dutt,praising barkha,saeed praising,hafiz saeed,0
1958,pradesh cm,president rahulgandhi,joins andhra,andhra pradesh,0
1959,indian soldiers,0,0,0,0
1960,political murders,workers hacked,0,0,0
1961,bjp,bjp must,mj akbar,0,0
1962,ethics harsh,bjp preferred,bjp,0,0
1963,nda government,tamil nadu,0,0,0
1964,boycott congress,deshdrohi party,should boycott,0,0
1965,hindutva parties,rss bjp,bjp,hindutva,other hindutva
1966,hate jews,they hate,hate gays,hate freedom,0
1967,cpim workers,brutally hacked,0,0,0
1968,0,0,0,0,0
1969,0,0,0,0,0
1970,cpi goondas,0,0,0,0
1971,indira cut,1971 indira,cut pakistan,indira,0
1972,imran niazi,niazi is,0,0,0
1973,bjp and,bjp,0,0,0
1974,bjp you,bjp was,bjp,when bjp,same bjp
1975,kerala strongly,kerala,violence rahulgandhi,0,0
1976,insults martyrs,0,0,0,0
1977,bans psl,psl matches,matches broadcast,0,0
1978,kashmiri,kashmiri shops,all kashmiri,nehruvian decay,nehruvian
1979,pulwama attack,sidhu spandana,pulwama,0,0
1980,scare hindus,pulwamaattack,the pulwamaattack,pulwamaattack is,0
1981,bano blames,martyr noor,noor bano,0,0
1982,denying ordinance,0,0,0,0
1983,crpf bravehearts,pulwamaterroristattack fire,0,0,0
1984,india hater,modi haters,becoming india,0,0
1985,congress sick,gop mayor,0,0,0
1986,isolating pakistan,pakistan to,pakistan,the saudi,in pakistan
1987,fact gandhi,gandhi,gandhi is,0,0
1988,of pulwamaterrorattacks,pulwamaterrorattacks,bjp is,0,0
1989,0,0,0,0,0
1990,bjp should,terrorism has,0,0,0
1991,booker jumping,booker,0,0,0
1992,anxious presidentsday,us anxious,0,0,0
1993,0,0,0,0,0
1994,martyrâ wife,0,0,0,0
1995,ngo,other ngos,ngo in,one ngo,ngos
1996,agentsaffron modi,modi is,spineless loser,0,0
1997,0,0,0,0,0
1998,0,0,0,0,0
1999,love pakistan,shit modi,modi always,0,0
2000,hungry bjp,modi shah,0,0,0
2001,india modi,0,0,0,0
2002,when gandhi,india democracy,gandhi supposedly,gandhi,0
2003,0,0,0,0,0
2004,political murder,0,0,0,0
2005,shiv sena,0,0,0,0
2006,rss members,when rss,rss,you celebrated,celebrated
2007,bjp alliance,bjp shivsena,maharashtra ncp,sweep maharashtra,join bjp
2008,hartal in,hartal,kerala,in kerala,kerala after
2009,sending dick,0,0,0,0
2010,political killing,kerala cpmterror,0,0,0
2011,0,0,0,0,0
2012,collusion conspiracy,0,0,0,0
2013,verma nexus,0,0,0,0
2014,martyrsâ families,terror strike,0,0,0
2015,sanjay dutt,arms sanjay,sanjay,0,0
2016,kulbhushanjadhav hearing,india dr,0,0,0
2017,0,0,0,0,0
2018,0,0,0,0,0
2019,pulwama attack,politicise pulwama,terror strike,0,0
2020,mohanan leaves,subramanianâ resigned,pm modi,nsc mohanan,0
2021,pulwamaterrorattack modi,after pulwamaterrorattack,pulwamaterrorattack,0,0
2022,terror attack,0,0,0,0
2023,pulwamaattack shows,pulwamaattack,terror pm,0,0
2024,0,0,0,0,0
2025,hyped demonetisation,demonetisation,demonetisation was,0,0
2026,mamatabanerjee said,deadly attack,0,0,0
2027,is bjp,0,0,0,0
2028,rafale deal,0,0,0,0
2029,modi supporters,online modi,0,0,0
2030,indiaâ manufacturing,ndaâ make,targets ndaâ,ndaâ,indiaâ has
2031,education youthagainstmodi,students has,students since,students,0
2032,fascist india,india beats,kashmiris the,kashmiris,0
2033,mamta banerjee,0,0,0,0
2034,puppet shehla,shehla rashid,0,0,0
2035,masood azhar,0,0,0,0
2036,bjp and,0,0,0,0
2037,additional visas,visas we,visas,0,0
2038,0,0,0,0,0
2039,pulwamaattack,pulwamaattack is,0,0,0
2040,seats bjp4india,bjp4india will,bjp shiv,bjp4india,lok sabha
2041,national emergencies,emergencies act,congress invent,0,0
2042,swabhiman rally,naujwan swabhiman,jai congress,kisan naujwan,0
2043,many bjp,bjp workers,bjp,0,0
2044,telangana ambassador,0,0,0,0
2045,on pakistan,pakistan and,diplomacy pulwamaterrorattack,pakistan,0
2046,cpm goons,0,0,0,0
2047,sabha elections,bjp will,shiv sena,0,0
2048,0,0,0,0,0
2049,bjp shivsena,sabha elections,shivsena to,shivsena,0
2050,0,0,0,0,0
2051,0,0,0,0,0
2052,0,0,0,0,0
2053,punjab cm,pak comments,0,0,0
2054,kerala hartal,hartal today,hartal,0,0
2055,trolls arrested,0,0,0,0
2056,bjp president,assam son,0,0,0
2057,0,0,0,0,0
2058,0,0,0,0,0
2059,0,0,0,0,0
2060,kashmiri students,0,0,0,0
2061,terror links,napak terror,0,0,0
2062,modi government,bengal chief,0,0,0
2063,modi rejects,rejects talks,0,0,0
2064,pulwama attack,avengepulwama pulwama,pulwama,avengepulwama,0
2065,0,0,0,0,0
2066,0,0,0,0,0
2067,terrorist has,pakistan is,0,0,0
2068,delhi metro,delhi,0,0,0
2069,kerala hartal,hartal today,hartal,0,0
2070,kerala hartal,hartal today,hartal,kerala,0
2071,kerala members,0,0,0,0
2072,bjp pm,than bjp,0,0,0
2073,0,0,0,0,0
2074,how bjp,0,0,0,0
2075,bjp it,bjp,the bjp,0,0
2076,0,0,0,0,0
2077,protesting,are protesting,protesting against,0,0
2078,fentanyl is,fentanyl,0,0,0
2079,elections bjpsenaalliance,kamalnath already,vote nda,kamalnath,0
2080,aamir khan,khan should,0,0,0
2081,attack pulwamaterrorattack,pulwama attack,islamabad pulwamaencounter,pulwamaterrorattack,pulwama
2082,nsel scam,scam,scam is,0,0
2083,0,0,0,0,0
2084,pulwama crpf,against pak,pak terrorism,pak,0
2085,villages modi,villages modiji,indian villages,0,0
2086,of bjp,that bjp,bjp,bjp neta,0
2087,pulwamaattack,pulwamaattack was,that pulwamaattack,0,0
2088,kashmiri students,that kashmiri,kashmiri,0,0
2089,bjp panchkulla,pulwama attack,of pulwama,pulwama,0
2090,bjp real,0,0,0,0
2091,sad kripesh,0,0,0,0
2092,border terrorism,0,0,0,0
2093,0,0,0,0,0
2094,modi sacked,bahadur yadav,tej bahadur,0,0
2095,gandhi vandalised,kerala rss,rss criminals,0,0
2096,racist tweets,0,0,0,0
2097,loksabha elections,modiâ corrupt,0,0,0
2098,rss india,terrorist organisation,one terrorist,rss,india number
2099,exam breaches,0,0,0,0
2100,india bitch,anti india,0,0,0
2101,bjp,bjp it,to bjp,0,0
2102,0,0,0,0,0
2103,0,0,0,0,0
2104,bjp and,parties golmalreturns,0,0,0
2105,bjp wants,hindu votes,the bjp4karnataka,bjp4karnataka people,bjp4karnataka
2106,hate india,india,0,0,0
2107,modi gayhind,indians are,0,0,0
2108,congratulations abhijeet,rahul gandhi,gandhi,abhijeet,gandhi for
2109,0,0,0,0,0
2110,attack modi,attack rajdeep,0,0,0
2111,0,0,0,0,0
2112,0,0,0,0,0
2113,scam rahul,scam tejashwi,scam vadra,scam mamata,statues scam
2114,namo became,bjp otherwise,namo,namo or,bjp
2115,0,0,0,0,0
2116,0,0,0,0,0
2117,press conferences,0,0,0,0
2118,of bjp,bjp daily,bjp,chaliye alliance,ko vanakkam
2119,0,0,0,0,0
2120,political problems,0,0,0,0
2121,youthagainstmodi modi,youthagainstmodi,0,0,0
2122,mirzasania must,telangana rajasinghmla,rajasinghmla when,mirzasania,rajasinghmla
2123,0,0,0,0,0
2124,indian history,brahmin genocides,1948 brahmin,history 1948,genocides of
2125,circulated youthagainstmodi,youthagainstmodi two,youthagainstmodi,exam breaches,0
2126,0,0,0,0,0
2127,nda2 has,in nda2,nda2,0,0
2128,0,0,0,0,0
2129,congress pedophilia,pedophilia crimes,adam schifty,0,0
2130,0,0,0,0,0
2131,0,0,0,0,0
2132,0,0,0,0,0
2133,theindianterrorist modi,0,0,0,0
2134,undo bjp,bjp reversed,bjp regressive,0,0
2135,suprabhat batyabyal,0,0,0,0
2136,0,0,0,0,0
2137,0,0,0,0,0
2138,0,0,0,0,0
2139,0,0,0,0,0
2140,stupid bjp,proud indian,0,0,0
2141,0,0,0,0,0
2142,0,0,0,0,0
2143,sikh genocide,kashmiris liberals,liberals indira,sikh,0
2144,0,0,0,0,0
2145,mercenary bigoted,0,0,0,0
2146,pulwama india,pakistan hope,terrorist attack,0,0
2147,modi nda,0,0,0,0
2148,of gandhi,gandhi,dear bharathiyas,0,0
2149,some investigators,0,0,0,0
2150,hindu diaspora,diaspora lives,diaspora,moreover diaspora,0
2151,mahatma gandhi,gandhi room,mahatma,0,0
2152,kashmir issue,article 370,0,0,0
2153,0,0,0,0,0
2154,modi ðÿ,pm modi,terrorist incidents,sending bangles,0
2155,pulwama attack,teardrop will,every teardrop,0,0
2156,bjp might,2019 victory,what bjp,0,0
2157,0,0,0,0,0
2158,kashmir indian,kashmir,in kashmir,bjp,bjp shahfaesal
2159,modi accountable,0,0,0,0
2160,0,0,0,0,0
2161,indian media,encephalitis deaths,0,0,0
2162,disability pension,bjp challenged,0,0,0
2163,innocent bengalis,of indira,in assam,assam,0
2164,hamas representative,omarâ district,ilhan omarâ,first hamas,hamas
2165,move climate,0,0,0,0
2166,0,0,0,0,0
2167,election shah,pak intruders,0,0,0
2168,omar terrorist,omar,terrorist,terrorist in,0
2169,din tabhi,tabhi aayenge,0,0,0
2170,pulwamaencounter kashmir,pulwama modi,0,0,0
2171,youthagainstmodi studentschalodilli,youth youthagainstmodi,youthagainstmodi,students,studentschalodilli
2172,mourns deaths,country mourns,0,0,0
2173,crpfjawans who,maharashtra secretary,president sanjaynirupam,mumbai congress,sanjaynirupam along
